Name,Nation,Position,Club,Age,GK Rating,DL Rating,DC Rating,DR Rating,DM Rating,ML Rating,MC Rating,MR Rating,AML Rating,AMC Rating,AMR Rating,FS Rating,TS Rating,Unique ID,Вибір
"Olise, Michael",Франция / Англия / Нигерия,AM RC,Crystal Palace,21,34.88%,61.24%,49.95%,61.24%,59.27%,81.60%,75.16%,82.05%,82.47%,80.79%,84.48%,66.17%,59.56%,29221846,0
"Trubin, Anatolii",Украина,GK,Benfica,21,84.47%,47.30%,50.28%,47.30%,50.87%,47.97%,50.42%,47.97%,47.97%,45.91%,47.97%,46.46%,49.91%,71101334,0
"Rashford, Marcus",Англия,"AM L, ST",Man UFC,25,33.46%,53.73%,46.83%,53.73%,53.51%,81.58%,58.77%,80.23%,83.56%,78.09%,81.58%,84.42%,80.13%,28100266,0
"Orban, Willi",Венгрия / Германия / Польша,D C,RB Leipzig,30,34.66%,64.56%,84.42%,64.56%,76.24%,57.16%,72.39%,57.16%,57.16%,51.48%,57.16%,56.03%,61.28%,91011532,0
Gavi,Испания,AM LC,Barcelona,18,37.60%,67.17%,56.84%,67.17%,78.90%,83.65%,83.89%,82.77%,84.41%,79.67%,83.65%,67.13%,61.53%,2000049413,0
"Jones, Curtis",Англия,AM LC,Liverpool,22,36.22%,64.88%,53.65%,75.42%,77.02%,82.04%,81.76%,82.04%,84.34%,79.34%,82.92%,79.27%,72.59%,28115788,0
"Mendez, Brais",Испания,AM RC,Real San Sebastian,26,36.70%,62.24%,52.84%,62.24%,61.48%,67.45%,78.85%,81.44%,67.45%,79.90%,84.32%,66.23%,61.37%,67199158,0
"Kounde, Jules",Франция / Бенин,D RC,Barcelona,24,37.61%,68.47%,80.74%,84.31%,64.65%,64.79%,63.57%,64.79%,64.79%,58.69%,64.79%,62.33%,63.16%,48036304,0
"Wilson, Callum",Англия,ST,Newcastle,31,33.28%,57.57%,51.58%,57.57%,59.10%,64.40%,61.47%,64.40%,64.40%,61.40%,64.40%,84.26%,81.37%,28030268,0
"Gonzalez, Nicolas",Аргентина / Италия,"AM RL, ST",Fiorentina,25,31.44%,56.41%,52.44%,56.41%,55.80%,80.90%,60.80%,80.90%,83.97%,75.96%,84.26%,82.40%,80.48%,14181375,0
Joelinton,Бразилия,AM LC,Newcastle,26,35.05%,68.09%,65.20%,68.09%,67.22%,76.75%,84.24%,80.06%,83.35%,74.76%,80.06%,80.18%,83.06%,19184436,0
"Nketiah, Eddie",Англия / Гана,"AM RL, ST",Arsenal,24,33.99%,55.91%,47.08%,55.91%,55.90%,76.63%,60.02%,78.84%,80.06%,75.36%,80.06%,84.21%,79.41%,28106687,0
"Muriel, Luis",Колумбия,ST,Orlando City,32,31.69%,52.14%,44.91%,52.14%,53.20%,71.86%,57.93%,70.89%,77.62%,78.04%,76.41%,84.19%,77.58%,76015142,0
"Xhaka, Granit",Швейцария / Албания / Косово,DM,Bayer 04,30,34.37%,78.36%,71.97%,64.90%,82.74%,77.92%,84.18%,66.40%,72.30%,75.49%,66.40%,64.38%,63.86%,98003821,0
"Coutinho, Philippe",Бразилия / Португалия,AM LC,Al-Duhail,31,33.15%,56.04%,44.88%,56.04%,55.13%,84.13%,75.34%,82.71%,84.13%,83.73%,82.71%,67.54%,59.54%,19046041,0
"Trossard, Leandro",Бельгия,"AM RLC, F C",Arsenal,28,32.58%,58.13%,46.68%,58.13%,57.20%,82.11%,62.30%,81.24%,84.11%,79.78%,82.85%,83.11%,73.32%,18054004,0
Luis Alberto,Испания,AM C,Lazio,30,33.56%,61.73%,52.18%,61.73%,75.55%,82.08%,83.85%,81.48%,82.63%,84.07%,82.63%,83.15%,75.25%,67131771,0
"De Paul, Rodrigo",Аргентина / Италия,AM RC,A. Madrid,29,35.05%,63.86%,54.43%,63.86%,72.72%,81.78%,81.02%,84.07%,81.78%,79.13%,83.04%,78.33%,72.70%,14048343,0
"Zielinski, Piotr",Польша / Италия,AM C,Parthenope,29,35.98%,62.06%,51.83%,62.06%,73.93%,83.60%,82.12%,84.07%,82.55%,82.98%,82.55%,67.60%,61.53%,43093171,0
Diogo Jota,Португалия,"AM RL, ST",Liverpool,26,34.84%,61.31%,54.27%,61.31%,59.34%,77.08%,62.65%,80.15%,83.75%,77.59%,83.45%,84.07%,79.47%,55083779,0
"Buendia, Emiliano",Аргентина / Испания,AM RC,Aston Villa,26,33.07%,58.55%,46.92%,58.55%,57.85%,74.22%,62.23%,77.33%,80.17%,80.95%,84.06%,66.73%,59.40%,67201783,0
"Martinelli, Gabriel",Бразилия / Италия,"AM RL, ST",Arsenal,22,32.94%,59.11%,49.51%,59.11%,57.97%,81.19%,61.96%,80.17%,84.06%,75.94%,82.81%,83.57%,78.75%,19351309,0
"Cristante, Bryan",Италия / Канада,DM,AS Roma,28,35.05%,67.45%,77.74%,67.45%,84.00%,66.33%,84.05%,66.33%,66.33%,72.95%,66.33%,65.61%,68.30%,43091113,0
"Tomiyasu, Takehiro",Япония,D RLC,Arsenal,24,38.16%,83.76%,76.91%,84.05%,76.31%,64.43%,63.91%,64.43%,64.43%,58.54%,64.43%,61.96%,62.25%,45095490,0
"Zambo Anguissa, Andre-Franck",Камерун,DM,Parthenope,27,37.24%,68.76%,63.32%,68.76%,82.84%,68.32%,84.05%,68.32%,68.32%,64.29%,68.32%,66.94%,65.21%,48030711,0
"Vieira, Fabio",Португалия,AM RLC,Arsenal,23,35.57%,60.04%,48.11%,60.04%,59.31%,82.21%,79.68%,81.26%,83.02%,81.80%,84.04%,79.16%,70.33%,83174759,0
"Botman, Sven",Голландия,D LC,Newcastle,23,34.94%,81.91%,84.02%,66.52%,78.57%,59.38%,61.84%,59.38%,59.38%,53.92%,59.38%,67.39%,71.64%,37063649,0
Koke,Испания,"DM, M RLC",A. Madrid,31,35.70%,68.87%,60.40%,68.87%,83.44%,82.64%,84.01%,82.64%,79.10%,75.95%,79.10%,65.62%,62.41%,67047092,0
"Pickford, Jordan",Англия,GK,Everton,29,84.00%,43.53%,49.18%,43.53%,48.36%,45.25%,48.11%,45.25%,45.25%,43.92%,45.25%,42.88%,46.92%,28054565,0
"Gyokeres, Viktor",Швеция / Венгрия,ST,Sporting CP,25,34.74%,60.95%,55.82%,60.95%,61.15%,73.01%,63.25%,73.01%,79.00%,73.77%,79.00%,83.94%,83.48%,93070271,0
"Ramos, Goncalo",Португалия,ST,Paris SG,22,35.23%,61.60%,56.78%,61.60%,61.56%,66.33%,63.54%,66.33%,66.33%,75.79%,66.33%,83.89%,83.04%,83209468,0
"Partey, Thomas",Гана,"D R, DM",Arsenal,30,38.95%,67.56%,74.32%,83.19%,82.88%,68.40%,83.87%,80.27%,68.40%,76.83%,80.27%,67.10%,66.16%,67175052,0
"Akanji, Manuel",Швейцария / Нигерия,D RC,Man City,27,34.79%,81.10%,83.87%,81.49%,77.94%,61.20%,75.00%,61.20%,61.20%,56.47%,61.20%,59.44%,62.26%,98031331,0
"Goretzka, Leon",Германия,"DM, AM C",FC Bayern,28,33.69%,81.22%,79.74%,81.22%,82.71%,80.52%,83.83%,80.52%,79.50%,75.45%,79.50%,77.06%,79.63%,91104807,0
"Mamardashvili, Giorgi",Грузия,GK,Valencia,22,83.81%,43.98%,46.73%,43.98%,48.09%,45.27%,47.97%,45.27%,45.27%,42.54%,45.27%,43.00%,47.06%,59138294,0
"Coman, Kingsley",Франция / Гвинея / Гваделупа,AM RL,FC Bayern,27,33.33%,60.36%,50.31%,60.36%,57.31%,82.17%,73.00%,82.17%,83.78%,77.89%,83.19%,80.64%,72.18%,85104424,0
"Gvardiol, Josko",Хорватия,D LC,Man City,21,37.12%,83.77%,81.23%,67.49%,77.67%,65.04%,64.47%,65.04%,65.04%,59.65%,65.04%,62.68%,63.46%,24060473,0
"Taremi, Mehdi",Иран,ST,FC Porto,30,32.94%,59.29%,55.81%,59.29%,60.18%,74.04%,63.41%,67.08%,79.97%,78.51%,67.08%,83.73%,82.04%,23127918,0
"Kubo, Takefusa",Япония,"AM RC, F C",Real San Sebastian,22,34.64%,58.07%,46.92%,58.07%,58.87%,67.58%,76.74%,83.22%,67.58%,82.23%,82.86%,83.71%,75.34%,45104608,0
"Dovbyk, Artem",Украина,ST,Girona,26,35.48%,58.64%,57.47%,58.64%,59.65%,69.25%,60.46%,69.25%,74.80%,70.46%,74.80%,80.39%,83.70%,71099066,0
"Lamela, Erik",Аргентина / Испания,AM RLC,Sevilla,31,34.50%,63.22%,53.86%,63.22%,62.00%,80.84%,64.71%,81.29%,83.11%,78.34%,83.70%,78.50%,72.99%,14005628,0
"Mac Allister, Alexis",Аргентина,"DM, AM C",Liverpool,24,36.99%,65.75%,57.94%,65.75%,80.86%,82.73%,83.69%,76.41%,83.15%,81.36%,82.73%,80.73%,74.93%,14157184,0
"Brandt, Julian",Германия,AM RLC,Borussia Dortmund,27,32.97%,60.20%,49.33%,60.20%,70.56%,82.66%,78.63%,82.66%,83.69%,82.58%,83.69%,79.87%,71.57%,91119265,0
"Zinchenko, Oleksandr",Украина,"D/WB L, DM",Arsenal,26,35.30%,81.76%,56.25%,76.76%,77.78%,83.65%,81.61%,83.65%,83.65%,78.74%,83.65%,77.81%,73.34%,71081391,0
"de Jong, Luuk",Голландия / Швейцария,ST,PSV,32,31.17%,54.00%,53.86%,54.00%,57.21%,67.01%,59.04%,67.01%,72.12%,71.87%,72.12%,79.95%,83.63%,37008621,0
"Williams, Nico",Испания / Гана / Страна Басков,AM RL,A. Bilbao,21,35.15%,62.60%,55.00%,62.60%,59.86%,82.72%,62.71%,83.34%,82.72%,62.39%,83.62%,80.35%,76.34%,67276230,0
"Koulibaly, Kalidou",Сенегал / Франция,D C,Al-Hilal (KSA),32,31.03%,64.18%,83.61%,76.51%,61.72%,56.36%,59.01%,56.36%,56.36%,50.11%,56.36%,55.16%,60.36%,85051083,0
"Calabria, Davide",Италия,D/WB R,AC Milan,26,35.56%,80.26%,59.49%,83.60%,75.01%,73.12%,74.62%,75.23%,67.84%,55.60%,69.53%,59.85%,59.31%,43123020,0
Malcom,Бразилия / Россия,AM RL,Al-Hilal (KSA),26,34.20%,56.20%,44.72%,56.20%,54.96%,81.19%,71.68%,82.34%,82.68%,79.52%,83.59%,81.36%,72.54%,19229435,0
"Suarez, Denis",Испания,AM LC,Villarreal,29,34.25%,61.47%,50.37%,61.47%,61.06%,82.54%,79.71%,78.26%,83.56%,81.41%,81.28%,79.09%,72.03%,67107819,0
"Tsimikas, Kostas",Греция,D/WB L,Liverpool,27,36.04%,83.56%,57.46%,67.32%,63.12%,81.51%,65.00%,66.80%,77.64%,61.01%,66.80%,62.28%,58.25%,36096824,0
Otavio,Португалия / Бразилия,AM RLC,Al-Nassr (KSA),28,36.89%,65.75%,55.37%,65.75%,64.10%,82.23%,81.83%,83.56%,82.59%,78.26%,82.93%,74.11%,68.39%,19186901,0
"Tonali, Sandro",Италия,DM,Newcastle,23,37.74%,69.10%,61.69%,69.10%,83.25%,67.09%,83.54%,67.09%,67.09%,74.22%,67.09%,64.91%,62.60%,43298481,0
"Ake, Nathan",Голландия / Кот-д'Ивуар,"D LC, DM",Man City,28,37.82%,83.54%,81.92%,67.56%,79.06%,61.56%,74.55%,61.56%,61.56%,56.44%,61.56%,59.74%,60.93%,37025551,0
"Insigne, Lorenzo",Италия,"AM L, ST",Toronto FC,32,33.19%,56.54%,41.28%,56.54%,55.95%,80.20%,61.68%,74.19%,83.54%,80.28%,80.20%,82.96%,70.02%,43043933,0
"Kimpembe, Presnel",Франция / ДР Конго,D C,Paris SG,27,36.43%,79.14%,83.52%,66.38%,74.03%,59.43%,60.97%,59.43%,59.43%,52.92%,59.43%,57.24%,60.84%,85141999,0
"Martinez, Lisandro",Аргентина,D LC,Man UFC,25,38.87%,82.78%,83.52%,67.52%,80.09%,63.56%,78.48%,63.56%,63.56%,59.10%,63.56%,61.71%,62.56%,14167329,0
"Kolo Muani, Randal",Франция / ДР Конго,"AM RL, ST",Paris SG,24,30.94%,56.62%,52.10%,56.62%,56.25%,77.78%,59.80%,78.77%,80.67%,74.88%,80.98%,83.51%,80.32%,48043873,0
"Greenwood, Mason",Англия / Ямайка,"AM R, ST",Getafe,21,30.72%,53.45%,43.00%,53.45%,52.79%,78.33%,58.53%,79.33%,80.18%,77.17%,82.13%,83.48%,75.35%,28121564,0
"Dunk, Lewis",Англия,D C,Brighton,31,37.12%,65.11%,83.44%,65.11%,63.30%,58.64%,61.71%,58.64%,58.64%,54.22%,58.64%,56.67%,59.17%,29036189,0
"Tchouameni, Aurelien",Франция / Камерун,DM,R. Madrid,23,37.46%,69.93%,67.40%,69.93%,83.05%,65.93%,83.44%,65.93%,65.93%,60.97%,65.93%,63.36%,64.85%,48042326,0
Jorginho,Италия / Бразилия,DM,Arsenal,31,39.43%,66.06%,56.16%,66.06%,81.60%,67.42%,83.44%,67.42%,67.42%,77.03%,67.42%,65.51%,60.02%,43036641,0
Eder Militao,Бразилия / Испания,D C,R. Madrid,25,37.32%,68.36%,83.29%,83.41%,76.94%,63.45%,63.60%,63.45%,63.45%,57.18%,63.45%,60.47%,62.92%,19273276,0
"Wirtz, Florian",Германия,AM RLC,Bayer 04,20,34.48%,61.91%,49.08%,61.91%,70.65%,80.89%,80.51%,80.89%,83.18%,83.38%,83.18%,82.28%,71.36%,91193048,0
"Tah, Jonathan",Германия / Кот-д'Ивуар,D RC,Bayer 04,27,36.38%,75.35%,83.36%,77.49%,75.33%,57.99%,71.29%,57.99%,57.99%,53.49%,57.99%,56.56%,60.98%,91119700,0
"Stevanovic, Miroslav",Босния / Сербия,AM R,Servette,32,31.79%,61.22%,49.87%,61.22%,59.92%,78.89%,63.49%,83.34%,80.49%,73.58%,83.34%,75.62%,70.94%,62011842,0
"Calhanoglu, Hakan",Турция / Германия,"DM, AM C",Inter,29,37.69%,64.61%,53.54%,64.61%,79.53%,82.69%,83.33%,82.19%,82.69%,81.73%,81.65%,78.04%,69.90%,92026209,0
"Chiesa, Federico",Италия,"AM RL, ST",Juventus,25,30.76%,57.02%,48.52%,57.02%,56.11%,80.18%,60.04%,80.18%,82.56%,76.57%,81.98%,83.32%,77.03%,43161651,0
"Porro, Pedro",Испания,D/WB/M R,Tottenham,23,34.97%,76.98%,55.67%,81.03%,60.64%,67.39%,63.74%,83.32%,67.39%,62.85%,82.23%,64.25%,58.75%,67268221,0
"Eriksen, Christian",Дания,"DM, AM C",Man UFC,31,33.20%,56.88%,43.04%,56.88%,72.35%,81.52%,80.68%,81.52%,82.40%,83.31%,81.98%,67.46%,58.24%,27010680,0
"Oyarzabal, Mikel",Испания / Страна Басков,"AM RLC, F C",Real San Sebastian,26,35.53%,64.79%,59.71%,64.79%,63.52%,76.64%,77.59%,75.92%,83.31%,78.27%,82.40%,81.43%,78.57%,67220143,0
"Caicedo, Moises",Эквадор,DM,Chelsea,21,36.01%,68.52%,60.51%,68.52%,81.37%,65.75%,83.30%,65.75%,65.75%,62.36%,65.75%,64.37%,59.95%,86078360,0
Diego Carlos,Бразилия,D C,Aston Villa,30,34.29%,62.43%,83.27%,62.43%,74.33%,54.36%,56.91%,54.36%,54.36%,48.82%,54.36%,51.92%,57.79%,19188567,0
"Leno, Bernd",Германия,GK,Fulham,31,83.27%,43.31%,43.31%,43.31%,46.38%,45.20%,46.36%,45.20%,45.20%,40.99%,45.20%,42.91%,46.43%,92012109,0
Fabinho,Бразилия,"D C, DM",Al-Ittihad,29,36.11%,68.15%,81.02%,82.28%,83.23%,64.59%,81.18%,64.59%,64.59%,59.66%,64.59%,61.87%,63.28%,19183676,0
"Guirassy, Serhou",Гвинея / Франция,ST,VfB Stuttgart,27,30.94%,55.95%,54.09%,55.95%,57.29%,70.85%,59.59%,70.85%,76.66%,73.46%,76.66%,83.05%,83.22%,85111795,0
"Zapata, Duvan",Колумбия,ST,Torino,32,30.69%,55.03%,54.71%,55.03%,57.52%,61.97%,58.92%,61.97%,61.97%,58.43%,61.97%,79.93%,83.19%,76014012,0
"Maguire, Harry",Англия,D C,Man UFC,30,32.04%,62.61%,83.19%,74.64%,61.06%,55.93%,58.27%,55.93%,55.93%,51.03%,55.93%,54.72%,59.96%,28049740,0
"Bowen, Jarrod",Англия,"AM RL, ST",West Ham,26,34.28%,59.23%,45.18%,59.23%,57.36%,81.59%,62.35%,81.59%,82.90%,76.43%,83.19%,82.85%,74.76%,29125842,0
"Cancelo, Joao",Португалия,D/WB RL,Barcelona,29,34.82%,80.05%,56.49%,80.62%,74.14%,82.14%,78.11%,83.18%,82.14%,65.43%,83.18%,66.54%,62.19%,55041623,0
Suso,Испания,AM RC,Sevilla,29,33.99%,57.75%,45.42%,57.75%,56.46%,78.71%,75.18%,81.55%,81.17%,80.35%,83.14%,79.80%,69.88%,67085965,0
"Vicario, Guglielmo",Италия,GK,Tottenham,26,83.14%,45.74%,49.10%,45.74%,49.43%,47.78%,48.85%,47.78%,47.78%,45.17%,47.78%,46.42%,50.49%,43155241,0
"Correa, Angel",Аргентина / Испания,"AM RLC, F C",A. Madrid,28,33.20%,57.57%,46.56%,57.57%,57.15%,80.72%,61.40%,82.21%,81.51%,79.47%,83.11%,83.13%,74.31%,14043349,0
"Haller, Sebastien",Кот-д'Ивуар / Франция,ST,Borussia Dortmund,29,30.99%,54.14%,56.25%,54.14%,56.42%,62.09%,58.23%,62.09%,62.09%,70.48%,62.09%,79.85%,83.09%,85051578,0
"Pereira, Danilo",Португалия / Гвинея-Бисау,"D C, DM",Paris SG,31,35.89%,65.79%,83.09%,65.79%,79.96%,60.43%,75.68%,60.43%,60.43%,54.92%,60.43%,58.84%,63.04%,55013032,0
"Belotti, Andrea",Италия,ST,Fiorentina,29,31.94%,58.77%,56.42%,58.77%,60.35%,62.61%,61.67%,62.61%,62.61%,57.07%,62.61%,79.28%,83.08%,43066936,0
"Foyth, Juan",Аргентина / Испания,"D RC, DM",Villarreal,25,36.66%,66.45%,78.28%,83.06%,78.09%,64.80%,64.30%,64.80%,64.80%,59.51%,64.80%,62.74%,62.89%,14186894,0
"Sancho, Jadon",Англия / Тринидад и Тобаго / Ямайка,AM RLC,Borussia Dortmund,23,32.46%,56.84%,41.59%,56.84%,55.46%,82.16%,60.85%,82.16%,83.06%,79.75%,82.78%,79.23%,67.47%,28108490,0
"Ugarte, Manuel",Уругвай,DM,Paris SG,22,35.69%,68.88%,64.70%,68.88%,83.06%,61.64%,79.84%,74.83%,61.64%,64.27%,69.11%,59.21%,59.82%,78084541,0
"Rrahmani, Amir",Косово / Албания,D C,Parthenope,29,36.05%,77.40%,83.00%,77.40%,62.31%,56.92%,59.08%,56.92%,56.92%,50.23%,56.92%,55.74%,61.14%,11023165,0
"Milik, Arkadiusz",Польша,ST,Juventus,29,33.56%,56.12%,52.93%,56.12%,58.26%,64.51%,60.79%,64.51%,64.51%,74.21%,64.51%,82.74%,82.98%,96026541,0
"van Hecke, Jan Paul",Голландия,D C,Brighton,23,35.42%,64.68%,82.97%,77.62%,74.19%,58.95%,60.72%,58.95%,58.95%,54.58%,58.95%,56.34%,58.73%,37076335,0
"Scamacca, Gianluca",Италия,ST,Atalanta,24,29.94%,52.11%,52.98%,52.11%,55.59%,60.95%,57.74%,60.95%,60.95%,59.31%,60.95%,80.43%,82.96%,37053643,0
"Remiro, Alex",Испания / Страна Басков,GK,Real San Sebastian,28,82.96%,45.44%,44.05%,45.44%,49.56%,49.00%,51.06%,49.00%,49.00%,48.10%,49.00%,47.88%,46.94%,67183918,0
"Barrios, Wilmar",Колумбия,DM,Zenit,29,38.82%,69.59%,76.03%,82.96%,82.12%,60.12%,76.47%,69.88%,60.12%,53.20%,64.92%,57.18%,56.52%,76033272,0
"Golovin, Alexandr",Россия,AM LC,AS Monaco,27,34.35%,63.40%,53.37%,63.40%,73.87%,82.92%,78.48%,80.66%,81.91%,79.77%,81.52%,65.64%,59.65%,58104594,0
"Hofmann, Jonas",Германия,AM RC,Bayer 04,30,33.56%,62.50%,50.45%,76.26%,73.17%,79.65%,79.86%,81.91%,80.66%,78.54%,82.92%,78.81%,71.91%,92027981,0
"Bentancur, Rodrigo",Уругвай,DM,Tottenham,26,39.36%,69.33%,64.75%,69.33%,82.90%,76.26%,82.69%,76.26%,70.84%,71.50%,70.84%,63.76%,63.15%,14094572,0
"Livaja, Marko",Хорватия,"AM LC, F C",Hajduk,29,29.84%,53.81%,49.27%,53.81%,55.05%,76.74%,59.19%,75.17%,80.85%,78.76%,77.96%,82.89%,80.31%,24012760,0
"Lacazette, Alexandre",Франция / Гваделупа,ST,OL,32,32.97%,55.55%,48.50%,55.55%,56.13%,72.53%,60.00%,73.20%,78.48%,61.85%,79.31%,82.85%,79.15%,34011687,0
"Andrada, Esteban",Аргентина,GK,Monterrey,32,82.84%,41.90%,45.55%,41.90%,45.85%,42.16%,43.87%,42.16%,42.16%,39.98%,42.16%,41.74%,45.12%,14023026,0
"Arrizabalaga, Kepa",Испания / Страна Басков,GK,R. Madrid,28,82.83%,44.16%,43.20%,44.16%,48.05%,46.18%,47.99%,46.18%,46.18%,43.94%,46.18%,45.27%,46.11%,67157624,0
"Smith Rowe, Emile",Англия,AM RLC,Arsenal,22,35.10%,59.18%,46.23%,59.18%,58.22%,81.42%,78.41%,81.42%,82.82%,79.72%,82.16%,77.92%,69.42%,28109599,0
"Bastoni, Alessandro",Италия,D C,Inter,24,35.45%,81.41%,82.79%,68.29%,77.34%,64.27%,64.89%,64.27%,64.27%,58.53%,64.27%,60.92%,62.83%,43252460,0
"De Arrascaeta, Giorgian",Уругвай / Италия,AM LC,FLA,29,32.09%,57.56%,49.67%,57.56%,56.99%,82.77%,75.31%,66.94%,82.77%,81.43%,66.94%,65.64%,61.03%,78059800,0
"Tete, Kenny",Голландия / Гана / Мозамбик,D/WB R,Fulham,27,33.53%,79.45%,73.70%,82.75%,61.54%,59.92%,59.90%,59.92%,59.92%,52.75%,59.92%,56.75%,57.26%,37039829,0
Isco,Испания,AM RLC,Real Hispalis,31,32.43%,56.97%,47.82%,56.97%,57.86%,82.11%,77.72%,81.42%,82.11%,82.73%,81.77%,79.06%,71.75%,67103537,0
"Demiral, Merih",Турция,D C,Al-Ahli (KSA),25,33.98%,62.86%,82.73%,75.90%,59.81%,52.30%,55.68%,52.30%,52.30%,45.28%,52.30%,50.67%,56.88%,83176849,0
"Mount, Mason",Англия,AM RLC,Man UFC,24,36.41%,66.08%,54.46%,66.08%,78.73%,76.05%,82.72%,75.77%,82.50%,77.33%,82.14%,66.73%,61.72%,28103590,0
"Ramsdale, Aaron",Англия,GK,Arsenal,25,82.72%,42.72%,45.79%,42.72%,48.35%,47.90%,49.45%,47.90%,47.90%,46.50%,47.90%,45.76%,48.98%,29137172,0
"Bennacer, Ismael",Алжир / Франция / Марокко,DM,AC Milan,25,37.32%,67.97%,58.06%,67.97%,81.56%,78.00%,82.71%,79.23%,72.37%,76.16%,73.36%,63.84%,58.79%,48032338,0
"Valverde, Federico",Уругвай / Испания,AM RC,R. Madrid,24,34.40%,68.08%,59.87%,78.26%,78.87%,66.89%,82.10%,82.37%,66.89%,72.75%,82.71%,65.78%,64.45%,78074594,0
"Mayoral, Borja",Испания,ST,Getafe,26,31.22%,57.74%,53.29%,57.74%,58.43%,75.99%,60.55%,74.64%,77.06%,73.21%,77.53%,82.70%,80.21%,67211912,0
"Pavlidis, Vangelis",Греция,"AM LC, F C",AZ,24,31.66%,56.72%,53.31%,56.72%,57.88%,77.75%,72.70%,76.77%,79.63%,74.96%,77.75%,82.55%,82.70%,91151156,0
"Rodriguez, Guido",Аргентина / Италия,DM,Real Hispalis,29,37.73%,69.20%,76.02%,69.20%,82.69%,63.78%,81.13%,76.03%,63.78%,58.66%,70.39%,61.52%,60.87%,14043255,0
"Rabiot, Adrien",Франция,"DM, M LC",Juventus,28,35.32%,81.67%,73.98%,69.01%,82.18%,81.76%,82.69%,66.40%,75.37%,71.12%,66.40%,63.96%,65.13%,85086031,0
"Lang, Noa",Голландия / Суринам,AM RL,PSV,24,33.56%,57.86%,49.11%,57.86%,56.98%,79.85%,61.07%,79.85%,82.68%,76.28%,82.39%,79.68%,73.03%,37055842,0
"Laporte, Aymeric",Испания / Франция / Страна Басков,D C,Al-Nassr (KSA),29,35.29%,79.04%,82.66%,65.11%,64.23%,62.09%,63.19%,62.09%,62.09%,58.24%,62.09%,59.77%,62.23%,85085378,0
"Gatti, Federico",Италия,D C,Juventus,25,32.32%,64.13%,82.63%,75.89%,70.24%,58.04%,65.59%,58.04%,58.04%,51.99%,58.04%,56.92%,61.99%,43491384,0
Evanilson,Бразилия,ST,FC Porto,23,31.17%,56.91%,53.45%,56.91%,57.80%,71.23%,61.13%,64.54%,76.94%,62.44%,64.54%,82.61%,80.86%,19342183,0
"Kessie, Franck",Кот-д'Ивуар / Италия,DM,Al-Ahli (KSA),26,36.15%,68.09%,74.77%,68.09%,82.61%,62.66%,80.95%,62.66%,62.66%,68.61%,62.66%,62.94%,63.83%,13136664,0
"Carrasco, Yannick",Бельгия / Испания / Португалия,"WB L, AM RL",Al-Shabab,29,32.71%,67.56%,45.77%,55.36%,54.36%,81.36%,59.32%,79.78%,82.59%,77.19%,81.36%,79.16%,71.56%,18027198,0
"James, Reece",Англия,D RC,Chelsea,23,35.73%,78.76%,77.81%,82.58%,77.90%,64.99%,75.89%,78.46%,64.99%,58.17%,72.52%,63.49%,64.71%,28108035,0
Mario Rui,Португалия,D/WB/M L,Parthenope,32,36.06%,82.58%,56.42%,66.06%,61.76%,77.55%,61.75%,62.98%,71.49%,56.90%,62.98%,59.08%,55.48%,55027761,0
"Mitoma, Kaoru",Япония,AM L,Brighton,26,31.70%,58.75%,46.56%,58.75%,56.29%,81.67%,61.11%,74.39%,82.57%,77.15%,80.60%,65.62%,58.37%,45111891,0
Roberto Firmino,Бразилия,"AM RC, F C",Al-Ahli (KSA),31,33.42%,63.45%,55.47%,63.45%,62.81%,75.05%,64.69%,75.69%,81.27%,78.38%,82.07%,82.56%,78.30%,19068857,0
"Walker-Peters, Kyle",Англия / Антигуа и Барбуда,D/WB RL,Southampton,26,33.53%,81.97%,54.33%,82.55%,61.22%,64.42%,62.35%,76.79%,64.42%,58.36%,71.10%,62.62%,58.23%,29126231,0
"Kamara, Boubacar",Франция,DM,Aston Villa,23,38.43%,68.54%,78.35%,68.54%,82.50%,64.34%,81.51%,64.34%,64.34%,59.56%,64.34%,62.02%,62.47%,48043084,0
Yan Couto,Бразилия / Португалия,D/WB/AM R,Girona,21,35.37%,76.15%,51.81%,79.85%,60.50%,66.72%,62.81%,82.50%,66.72%,62.76%,82.50%,64.65%,58.10%,19383257,0
"Alaba, David",Австрия / Филиппины / Нигерия,"D LC, M C",R. Madrid,31,37.45%,82.50%,75.57%,66.00%,77.38%,78.20%,78.81%,64.77%,78.20%,72.04%,64.77%,63.30%,61.62%,16010162,0
"Olivera, Mathias",Уругвай / Испания,D/WB/M L,Parthenope,25,34.68%,82.49%,61.42%,65.99%,61.85%,76.36%,60.97%,62.28%,70.43%,55.50%,62.28%,58.82%,60.05%,78076343,0
"Goncalves, Pedro",Португалия,AM RLC,Sporting CP,25,33.01%,59.41%,48.18%,59.41%,57.94%,79.67%,76.50%,78.67%,82.49%,80.09%,81.26%,81.63%,72.73%,29192705,0
"Lunin, Andriy",Украина,GK,R. Madrid,24,82.48%,45.46%,45.76%,45.46%,48.06%,46.08%,48.03%,46.08%,46.08%,42.77%,46.08%,45.05%,47.99%,71099053,0
"Draxler, Julian",Германия,AM RLC,Al-Ahli,29,32.13%,53.45%,44.95%,53.45%,54.47%,81.90%,73.84%,80.89%,82.48%,79.18%,81.58%,66.77%,61.37%,92030193,0
